loc_nombre,loc_cpostal,prv_nombre
Rio De Las Piedras,4530,Salta
Rio Del Valle,4449,Salta
Rio Lavallen,4432,Salta
Rio Pescado,4530,Salta
Rio Seco,4552,Salta
Rio Toro,4415,Salta
Rio Urueña,4193,Salta
Rivadavia,4535,Salta
Roca,4452,Salta
Rodeo Colorado,4633,Salta
Rodeo Grande,4432,Salta
Rodeo Pampa,4651,Salta
Rodeos,4403,Salta
Rosales,4446,Salta
Rosario De La Frontera,4190,Salta
Rosario De Lerma,4405,Salta
Rosario Del Dorado,4449,Salta
Rosario Funca,4190,Salta
Ruiz De Los Llanos,4126,Salta
Rumihuasi,4417,Salta
Rumihuasi,4419,Salta
Rumiuarco,4427,Salta
S Jollin,4560,Salta
Saladillo,4434,Salta
Saladillo,4430,Salta
Saladillo,4415,Salta
Saladillo De Juarez,4448,Salta
Saladillo De Osma,4421,Salta
Salar De Hombre Muerto,4419,Salta
Salar De Pocitos,4413,Salta
Salazar,4126,Salta
Salta,4400,Salta
Salta Forestal Kilometro 50,4449,Salta
San Agustin,4421,Salta
San Agustin,4193,Salta
San Alejo,4401,Salta
San Andres,4530,Salta
San Antonio,4427,Salta
San Antonio,4633,Salta
San Antonio,4530,Salta
San Antonio,4427,Salta
San Antonio Chicoana,4421,Salta
San Antonio De Iruya,4633,Salta
San Antonio De Los Cobres,4411,Salta
San Antonio La Viña,4421,Salta
San Bernardo,4530,Salta
San Bernardo,4561,Salta
San Carlos,4427,Salta
San Clemente,4403,Salta
San Esteban,4190,Salta
San Felipe,4198,Salta
San Felipe,4427,Salta
San Felipe,4651,Salta
San Fernando,4448,Salta
San Fernando De Escoipe,4423,Salta
San Francisco,4651,Salta
San Gabriel,4452,Salta
San Geronimo,4421,Salta
San Ignacio,4448,Salta
San Ignacio,4530,Salta
San Ignacio De Loyola,4530,Salta
San Isidro,4427,Salta
San Isidro,4430,Salta
San Isidro,4535,Salta
San Isidro De Iruya,4633,Salta
San Javier,4440,Salta
San Joaquin,4423,Salta
San Joaquin,4535,Salta
San Jorge,4448,Salta
San Jose,4421,Salta
San Jose De Colte,4417,Salta
San Jose De Colte,4419,Salta
San Jose De Escalchi,4419,Salta
San Jose De La Viña,4423,Salta
San Jose De Orqueras,4446,Salta
San Juan,4446,Salta
San Juan,4633,Salta
San Juan,4193,Salta
San Juan De Oro,4651,Salta
San Laurencio,4560,Salta
San Leon,4651,Salta
San Lorenzo,4193,Salta
San Lorenzo,4198,Salta
San Lucas,4427,Salta
San Luis,4449,Salta
San Luis,4193,Salta
San Marcos,4651,Salta
San Martin,4449,Salta
San Martin,4421,Salta
San Martin,4432,Salta
San Martin,4419,Salta
San Martin La Cuesta,4415,Salta
San Miguel,4403,Salta
San Miguel,4535,Salta
San Nicolas,4421,Salta
San Patricio,4554,Salta
San Pedro,4560,Salta
San Pedro,4560,Salta
San Pedro De Aranda,4126,Salta
San Pedro De Aranda,4430,Salta
San Pedro De Iruya,4633,Salta
San Pedro De Los Corrales,4191,Salta
San Pedro De San Alberto,5871,Salta
San Rafael,4427,Salta
San Ramon,4449,Salta
San Ramon De La Nueva Oran,4530,Salta
San Roque,4425,Salta
San Roque,4193,Salta
San Sebastian,4434,Salta
San Vicente,4421,Salta
San Vicente,4190,Salta
Santa Ana,4448,Salta
Santa Ana,4423,Salta
Santa Ana,4430,Salta
Santa Barbara,4427,Salta
Santa Catalina,4193,Salta
Santa Clara,4554,Salta
Santa Cruz,4531,Salta
Santa Cruz,4430,Salta
Santa Cruz,4651,Salta
Santa Elena,4403,Salta
Santa Elena,4425,Salta
Santa Elena,4440,Salta
Santa Gertrudis,4423,Salta
Santa Lucia,4432,Salta
Santa Maria,4421,Salta
Santa Maria,4561,Salta
Santa Maria,4193,Salta
Santa Marina,4542,Salta
Santa Rita,4430,Salta
Santa Rosa,4452,Salta
Santa Rosa,4423,Salta
Santa Rosa,4432,Salta
Santa Rosa,4534,Salta
Santa Rosa,4535,Salta
Santa Rosa,4198,Salta
Santa Rosa,4427,Salta
Santa Rosa De Anta,4452,Salta
Santa Rosa De Los Patos Grande,4411,Salta
Santa Rosa De Tastil,4409,Salta
Santa Rufina,4401,Salta
Santa Teresa,4190,Salta
Santa Victoria,4128,Salta
Santa Victoria,4550,Salta
Santa Victoria,4651,Salta
Santa Victoria Este,4561,Salta
Santo Domingo,4448,Salta
Santo Domingo,4449,Salta
Santo Domingo,4535,Salta
Santo Domingo Anta,4449,Salta
Santo Domingo Santa Victoria,4449,Salta
Santos Lugares,4535,Salta
Sapo Quemado,4448,Salta
Sargento Cristobal,4430,Salta
Sauce,4425,Salta
Sauce Alegre,4421,Salta
Sauce Bajada,4434,Salta
Sauce Redondo,4425,Salta
Sauce Solo,4448,Salta
Saucelito,4538,Salta
Sausalito,4430,Salta
Sauzal,4446,Salta
Schneidewind,4440,Salta
Seclanta Adentro,4419,Salta
Seclantas,4419,Salta
Senda Hachada Estacion Fcgb,4552,Salta
Sevillar,4421,Salta
Siñunto,4421,Salta
Simbol Yaco,4430,Salta
Simbolar,4452,Salta
Simbolar,4427,Salta
Simbolito,4448,Salta
Socompa,4413,Salta
Solazuti,4530,Salta
Soledad,4530,Salta
Soledad,4651,Salta
Soledani,4651,Salta
Sucha Pera,4440,Salta
Sumalao,4421,Salta
Sunchalito,4452,Salta
Suri Micuna,4193,Salta
Suri Pintado,4554,Salta
Tabacal Ingenio,4533,Salta
Tabaco Cimarron,4554,Salta
Taca Taca Estacion Fcgb,4413,Salta
Taco Pampa,4452,Salta
Tacuara,4409,Salta
Tacuil,4419,Salta
Tala,4126,Salta
Tala,4126,Salta
Tala Muyo,4446,Salta
Tala Muyo,4440,Salta
Tala Yaco,4193,Salta
Talapampa,4425,Salta
Talas,4446,Salta
Talavera,4452,Salta
Tamas Cortadas,4198,Salta
Tartagal,4560,Salta
Tilian,4423,Salta
Tipa Sola,4425,Salta
Tipayoc,4633,Salta
Titicoite,4633,Salta
Tobantirenda,4564,Salta
Tolar Chico,4413,Salta
Tolar Grande,4413,Salta
Tolloche,4452,Salta
Tolombon,4141,Salta
Tomuco,4419,Salta
Tonco,4415,Salta
Tonco,4415,Salta
Tonono,4560,Salta
Toro,4409,Salta
Toro Pampa,4452,Salta
Toro Yaco,4415,Salta
Toroyoc,4644,Salta
Torzalito,4430,Salta
Totoral,4449,Salta
Tranquitas,4552,Salta
Tres Acequias,4421,Salta
Tres Cruces,4425,Salta
Tres Cruces,4409,Salta
Tres Morros,4633,Salta
Tres Pozos,4530,Salta
Tres Pozos,4535,Salta
Tres Yuchanes,4430,Salta
Trigal,4415,Salta
Trigo Huayco,4651,Salta
Trusuca,4651,Salta
Tuctuca,4651,Salta
Tunalito,4449,Salta
Tunalito,4446,Salta
Tuyunti,4560,Salta
Uchogol,4633,Salta
Uchuyoc,4633,Salta
Unquillal Embarcadero Fcgb,4413,Salta
Urundel,4542,Salta
Vado Hondo,4530,Salta
Valle Delgado,4633,Salta
Valle Encantado,4415,Salta
Vallecito,4644,Salta
Vaqueria,4191,Salta
Vaqueria,4430,Salta
Vaqueria Los Sauces,4425,Salta
Vaqueros,4401,Salta
Vega De Arizaro,4413,Salta
Velardes,4401,Salta
Vencida,4452,Salta
Vera Cruz,4440,Salta
Vespucio,4562,Salta
Viñaco,4423,Salta
Viñal Pozo,4448,Salta
Viaducto El Muñal,4190,Salta
Victorica,4535,Salta
Vieja Pozo,4448,Salta
Villa Alem,4633,Salta
Villa Aurelia,4190,Salta
Villa Corta,4193,Salta
Villa Fanny,4423,Salta
Villa General Guemes,4560,Salta
Villa Los Tarcos,4403,Salta
Villa Mayor Zabaleta,4430,Salta
Villa Petrona,4535,Salta
Villa Saavedra,4560,Salta
Villa San Lorenzo,4401,Salta
Villa Sola,4409,Salta
Villitas,4415,Salta
Vinal Pozo,4452,Salta
Vinalito,4452,Salta
Virgilio Tedin,4434,Salta
Virrey Toledo,4407,Salta
Viscachani,4651,Salta
Vizcacheral,4193,Salta
Vizcarra,4644,Salta
Volcan Azufre,4419,Salta
Volcan Higueras,4633,Salta
Vuelta De Las Tobas,4554,Salta
Weisburg,4448,Salta
Yacara,4534,Salta
Yacay,4560,Salta
Yacera,4415,Salta
Yacimiento Tonono,4560,Salta
Yacochuya,4427,Salta
Yacones,4401,Salta
Yacuy,4564,Salta
Yanchuya,4427,Salta
Yariguarenda,4560,Salta
Yasquiasme,4430,Salta
Yatasto,4440,Salta
Yuchan,4537,Salta
Zanja Honda,4560,Salta
Zanjon,4403,Salta
Zapallito,4430,Salta
12 De Agosto,2701,Buenos Aires
12 De Octubre,6501,Buenos Aires
16 De Julio,7313,Buenos Aires
17 De Agosto,8129,Buenos Aires
20 De Junio,1763,Buenos Aires
25 De Mayo,6660,Buenos Aires
30 De Agosto,6405,Buenos Aires
9 De Abril,1839,Buenos Aires
9 De Julio,6500,Buenos Aires
Abasto,1903,Buenos Aires
Abbott,7228,Buenos Aires
Abel,6450,Buenos Aires
Abra De Hinojo,8170,Buenos Aires
Acassuso,1641,Buenos Aires
Aceilan,7003,Buenos Aires
Acevedo,2717,Buenos Aires
Achupallas,6627,Buenos Aires
Adela,7136,Buenos Aires
Adela Corti,8000,Buenos Aires
Adela Saenz,8129,Buenos Aires
Adolfo Alsina,6430,Buenos Aires
Adolfo Gonzalez Chavez,7513,Buenos Aires
Aeropuerto Ezeiza,1802,Buenos Aires
Agote,6600,Buenos Aires
Aguara,8105,Buenos Aires
Aguas Corrientes,2701,Buenos Aires
Aguas Verdes,7112,Buenos Aires
Aguirrezabala,2915,Buenos Aires
Agustin Mosconi,6667,Buenos Aires
Agustin Roca,6001,Buenos Aires
Agustina,6001,Buenos Aires
Alagon,6463,Buenos Aires
Alamos,6437,Buenos Aires
Alastuey,6703,Buenos Aires
Albariño,6405,Buenos Aires
Alberdi,6034,Buenos Aires
Alberti,6634,Buenos Aires
Aldea Romana,8101,Buenos Aires
Aldea San Andres,8126,Buenos Aires
Aldecon,7406,Buenos Aires
Aldo Bonzi,1770,Buenos Aires
Alegre,1987,Buenos Aires
Alejandro Korn,1864,Buenos Aires
Alejandro Petion,1808,Buenos Aires
Alfa,6437,Buenos Aires
Alfalad,6555,Buenos Aires
Alferez San Martin,8117,Buenos Aires
Alfredo Demarchi,6533,Buenos Aires
Algarrobo,6531,Buenos Aires
Algarrobo,2935,Buenos Aires
Algarrobo,8132,Buenos Aires
Almacen Castro,2751,Buenos Aires
Almacen El Cruce,2751,Buenos Aires
Almacen El Descanso,2752,Buenos Aires
Almacen La Colina,2740,Buenos Aires
Almacen Piatti,2711,Buenos Aires
Almirante Brown,1846,Buenos Aires
Almirante Irizar,1629,Buenos Aires
Almirante Solier,8109,Buenos Aires
Alsina,2938,Buenos Aires
Alta Vista,8180,Buenos Aires
Alta Vista,8170,Buenos Aires
Altamira,6500,Buenos Aires
Altamira,6601,Buenos Aires
Altamirano,1986,Buenos Aires
Alto Verde,2801,Buenos Aires
Altona,7303,Buenos Aires
Alvarez De Toledo,7267,Buenos Aires
Alvarez Jonte,1921,Buenos Aires
Alvaro Barros,7403,Buenos Aires
Alzaga,7021,Buenos Aires
Amalia,6516,Buenos Aires
Ambrosio P Lezica,8505,Buenos Aires
America,6237,Buenos Aires
America Unida,1862,Buenos Aires
Anasagasti,6607,Buenos Aires
Ancon,6451,Buenos Aires
Andant,6555,Buenos Aires
Anderson,6621,Buenos Aires
Anderson,6434,Buenos Aires
Andres Vaccorezza,6634,Buenos Aires
Aneque Grande,7011,Buenos Aires
Antonio Carboni,7243,Buenos Aires
Antonio De Los Heros,7305,Buenos Aires
Aparicio,8158,Buenos Aires
Arana,1909,Buenos Aires
Arano,6443,Buenos Aires
Araujo,6643,Buenos Aires
Arboleda,6557,Buenos Aires
Arbuco,1915,Buenos Aires
Arenales,6005,Buenos Aires
Arenaza,6075,Buenos Aires
Arevalo,7243,Buenos Aires
Argerich,8134,Buenos Aires
Ariel,7301,Buenos Aires
Arquedas,8164,Buenos Aires
Arrecifes,2740,Buenos Aires
Arribeños,6007,Buenos Aires
Arroyo Ñacurutu,2800,Buenos Aires
Arroyo Ñacurutu Chico,2805,Buenos Aires
Arroyo Aguas Blancas,8174,Buenos Aires
Arroyo Aguila Negra,2800,Buenos Aires
Arroyo Aleli,2805,Buenos Aires
Arroyo Botija Falsa,2800,Buenos Aires
Arroyo Burgos,2935,Buenos Aires
Arroyo Canelon,1625,Buenos Aires
Arroyo Canelon,1625,Buenos Aires
Arroyo Carabelitas,2805,Buenos Aires
Arroyo Chico,7011,Buenos Aires
Arroyo Corto,8172,Buenos Aires
Arroyo De La Cruz,2812,Buenos Aires
Arroyo De Luna,2752,Buenos Aires
Arroyo Del Pescado,1923,Buenos Aires
Arroyo Dulce,2743,Buenos Aires
Arroyo El Ahogado,2805,Buenos Aires
Arroyo El Chingolo,6437,Buenos Aires
Arroyo Grande,7174,Buenos Aires
Arroyo La Maza,1923,Buenos Aires
Arroyo Las Cruces,2805,Buenos Aires
Arroyo Las Rosas,2805,Buenos Aires
Arroyo Las Rosas,1625,Buenos Aires
Arroyo Las Rosas,1625,Buenos Aires
Arroyo Los Huesos,7301,Buenos Aires
Arroyo Los Tigres,2805,Buenos Aires
Arroyo Negro,2800,Buenos Aires
Arroyo Pareja,8111,Buenos Aires
Arroyo Pesqueria,2805,Buenos Aires
Arroyo Tajiber,2805,Buenos Aires
Arroyo Venado,6437,Buenos Aires
Arroyo Zanjon,2805,Buenos Aires
Arturo Segui,1895,Buenos Aires
Arturo Vatteone,6433,Buenos Aires
Asamblea,6640,Buenos Aires
Ascencion,6003,Buenos Aires
Asturias,6469,Buenos Aires
Atahualpa,6471,Buenos Aires
Atalaya,1913,Buenos Aires
Atucha,2800,Buenos Aires
Avellaneda,1870,Buenos Aires
Avestruz,8185,Buenos Aires
Ayacucho,7150,Buenos Aires
Azcuenaga,6271,Buenos Aires
Azopardo,8181,Buenos Aires
Azul,7300,Buenos Aires
B Los Aromos San Patricio,1727,Buenos Aires
B Nuestra Señora De La Paz,1727,Buenos Aires
B Sarmiento Don Rolando,1727,Buenos Aires
Bacacay,6516,Buenos Aires
Badano,6403,Buenos Aires
Bagues,2760,Buenos Aires
Bahia Blanca,8000,Buenos Aires
Bahia San Blas,8506,Buenos Aires
Baigorrita,6013,Buenos Aires
Bajo Hondo,8115,Buenos Aires
Balcarce,7620,Buenos Aires
Balneario Atlantida,7607,Buenos Aires
Balneario Camet Norte,7607,Buenos Aires
Balneario Chapalco,8132,Buenos Aires
Balneario Claromeco,7505,Buenos Aires
Balneario Frente Mar,7607,Buenos Aires
Balneario La Baliza,7607,Buenos Aires
Balneario La Caleta,7609,Buenos Aires
Balneario Los Angeles,7641,Buenos Aires
Balneario Mar Chiquita,7609,Buenos Aires
Balneario Mar De Cobo,7609,Buenos Aires
Balneario Oceano,7511,Buenos Aires
Balneario Orense,7511,Buenos Aires
Balneario Oriente,8153,Buenos Aires
Balneario Parada,8109,Buenos Aires
Balneario Playa Dorada,7607,Buenos Aires
Balneario Reta,7511,Buenos Aires
Balneario San Antonio,8132,Buenos Aires
Balneario Santa Elena,7609,Buenos Aires
Balneario Sauce Grande,8153,Buenos Aires
Balsa,6070,Buenos Aires
Banderalo,6244,Buenos Aires
Banfield,1773,Buenos Aires
Baradero,2942,Buenos Aires
Barker,7005,Buenos Aires
Barrientos,7247,Buenos Aires
Barrio 1 De Mayo,1814,Buenos Aires
Barrio Almafuerte,8000,Buenos Aires
Barrio Avellaneda,8000,Buenos Aires
Barrio Batan,7601,Buenos Aires
Barrio Caisamar,7600,Buenos Aires
Barrio Carosio,6000,Buenos Aires
Barrio Chapadmalal,7605,Buenos Aires
Barrio El Cazador,1625,Buenos Aires
Barrio El Hueco,7130,Buenos Aires
Barrio El Porteño,1915,Buenos Aires
Barrio Emir Ramon Juarez,7600,Buenos Aires
Barrio Garin Norte,1623,Buenos Aires
Barrio Gastronomico,7600,Buenos Aires
Barrio General Roca,7600,Buenos Aires
Barrio General San Martin,6000,Buenos Aires
Barrio Indio Trompa,6400,Buenos Aires
Barrio Jose M Estrada,7600,Buenos Aires
Barrio Juan B Justo,8000,Buenos Aires
Barrio Juarez,7020,Buenos Aires
Barrio Julio De Vedia,6500,Buenos Aires
Barrio Juramento,7600,Buenos Aires
Barrio La Dolly,1981,Buenos Aires
Barrio La Falda,8000,Buenos Aires
Barrio La Luisa,7400,Buenos Aires
Barrio La Perla Casco Urbano,1894,Buenos Aires
Barrio Las Mandarinas,1981,Buenos Aires
Barrio Loma Paraguaya,8000,Buenos Aires
Barrio Los Andes,7600,Buenos Aires
Barrio Noroeste,8000,Buenos Aires
Barrio Obrero,6450,Buenos Aires
Barrio Oeste,7607,Buenos Aires
Barrio Parque Bristol,7607,Buenos Aires
Barrio Parque Lambare,1623,Buenos Aires
Barrio Parque Leloir,1713,Buenos Aires
Barrio Parque Patagonia,8000,Buenos Aires
Barrio Pedro Rico,8000,Buenos Aires
Barrio Pedro Rocco,7109,Buenos Aires
Barrio Pinares,7600,Buenos Aires
Barrio Primera Junta,7600,Buenos Aires
Barrio Pueblo Nuevo,7600,Buenos Aires
Barrio Rosario Sud,8000,Buenos Aires
Barrio San Alejo,1629,Buenos Aires
Barrio San Blas,8000,Buenos Aires
Barrio San Carlos,7600,Buenos Aires
Barrio San Cayetano,7600,Buenos Aires
Barrio San Jacinto,2800,Buenos Aires
Barrio San Jose,7600,Buenos Aires
Barrio San Martin,8000,Buenos Aires
Barrio San Pablo,1864,Buenos Aires
Barrio San Roque,8000,Buenos Aires
Barrio Santa Magdalena,1864,Buenos Aires
Barrio Tierra De Oro,7600,Buenos Aires
Barrio Tiro Federal,8000,Buenos Aires
Barrio Tiro Federal,7600,Buenos Aires
Barrio Trocha,2700,Buenos Aires
Barrio U O C R A,6000,Buenos Aires
Barrio Villa Muñiz,8000,Buenos Aires
Barrio Villa Ortega,6000,Buenos Aires
Barrio Villa Saladillo,7260,Buenos Aires
Barrio Vista Alegre,8000,Buenos Aires
Base Aeronaval Cmte Espora,8107,Buenos Aires
Base Aeronaval Punta Indio,1919,Buenos Aires
Base Naval Azopardo,7301,Buenos Aires
Base Naval Rio Santiago,1929,Buenos Aires
Baterias,8113,Buenos Aires
Bathurst Estacion,7540,Buenos Aires
Baudrix,6643,Buenos Aires
Bayauca,6078,Buenos Aires
Beccar,1643,Buenos Aires
Belen De Escobar,1625,Buenos Aires
Bella Vista,8000,Buenos Aires
Bella Vista,1661,Buenos Aires
Bellocq,6535,Buenos Aires
Benavidez,1621,Buenos Aires
Benitez,6632,Buenos Aires
Benito Juarez,7020,Buenos Aires
Berazategui,1884,Buenos Aires
Berdier,2743,Buenos Aires
Berisso,1923,Buenos Aires
Bermudez,6071,Buenos Aires
Bernal Este,1876,Buenos Aires
Bernal Oeste,1876,Buenos Aires
Bernardo Vera Y Pintado,7313,Buenos Aires
Berraondo,8124,Buenos Aires
Berutti,6424,Buenos Aires
Blanca Grande,6561,Buenos Aires
Blandengues,6032,Buenos Aires
Blaquier,6065,Buenos Aires
Blas Durañona,6661,Buenos Aires
Blondeau,2805,Buenos Aires
Bme Bavio Gral Mansilla,1911,Buenos Aires
Bo Sta Catalina Hornero La L,1727,Buenos Aires
Bocayuba,6348,Buenos Aires
Bolivar,6550,Buenos Aires
Bonifacio,6439,Buenos Aires
Bonnement,7223,Buenos Aires
Bordenave,8187,Buenos Aires
Bordeu,8000,Buenos Aires
Bosch,7621,Buenos Aires
Bosques,1888,Buenos Aires
Boulogne,1609,Buenos Aires
Bragado,6640,Buenos Aires
Bravo Del Dos,6411,Buenos Aires
Buchanan,1903,Buenos Aires
Burzaco,1852,Buenos Aires
Cañada De Arias,6700,Buenos Aires
Cañada Mariano,8183,Buenos Aires
Cañada Marta,2740,Buenos Aires
Cañada Rica,6620,Buenos Aires
Cañada Seca,6105,Buenos Aires
Cañuelas,1814,Buenos Aires
Cabeza De Buey,8132,Buenos Aires
Cabildo,8118,Buenos Aires
Cabo San Fermin,2703,Buenos Aires
Cachari,7214,Buenos Aires
Cadret,6535,Buenos Aires
Cailomuta,6339,Buenos Aires
Calderon,8101,Buenos Aires
Calera Avellaneda,7400,Buenos Aires
Calfucura,7612,Buenos Aires
Calvo,8158,Buenos Aires
Camaoti,6537,Buenos Aires
Camaron Chico,7116,Buenos Aires
Cambaceres,6516,Buenos Aires
Camet,7612,Buenos Aires
Caminera Azul,7300,Buenos Aires
Caminera General Lopez,2720,Buenos Aires
Caminera Juarez,7020,Buenos Aires
Caminera Lujan,6700,Buenos Aires
Caminera Napaleofu,7007,Buenos Aires
Caminera Samborombon,7130,Buenos Aires
Camino Centenario Km 11500,1896,Buenos Aires
Campamento,7613,Buenos Aires
Campana,2804,Buenos Aires
Campo Aristimuño,6474,Buenos Aires
Campo Buena Vista,2700,Buenos Aires
Campo Coliqueo,6015,Buenos Aires
Campo Crisol,2754,Buenos Aires
Campo De Mayo,1659,Buenos Aires
Campo Del Norte Americano,8185,Buenos Aires
Campo Funke,7247,Buenos Aires
Campo La Elisa,2752,Buenos Aires
Campo La Lima,8150,Buenos Aires
Campo La Nena,2764,Buenos Aires
Campo La Plata,7623,Buenos Aires
Campo La Tribu,6015,Buenos Aires
Campo La Zulema,8185,Buenos Aires
Campo Leite,7623,Buenos Aires
Campo Lope Seco,1980,Buenos Aires
Campo Los Aromos,8185,Buenos Aires
Campo Peña Lopez,6605,Buenos Aires
Campo Pelaez,7623,Buenos Aires
Campo Rojas,7303,Buenos Aires
Campo Sabate,7245,Buenos Aires
Campo San Juan,8185,Buenos Aires
Campodonico,7305,Buenos Aires
Campomar Viñedo,1625,Buenos Aires
Canal 15 Cerro De La Gloria,7114,Buenos Aires
Canal Martin Irigoyen,2800,Buenos Aires
Canal N Alem 1a Sec,2805,Buenos Aires
Canal N Alem 2a Sec,2805,Buenos Aires
Cancha Del Pollo,1987,Buenos Aires
Cangallo,7153,Buenos Aires
Canning,1804,Buenos Aires
Canning,1804,Buenos Aires
Canonigo Gorriti,8185,Buenos Aires
Cantera Aguirre,7000,Buenos Aires
Cantera Albion,7000,Buenos Aires
Cantera La Aurora,7000,Buenos Aires
Cantera La Federacion,7000,Buenos Aires
Cantera La Movediza,7000,Buenos Aires
Cantera Monte Cristo,7000,Buenos Aires
Cantera San Luis,7000,Buenos Aires
Cantera Villalonga,8504,Buenos Aires
Canteras De Gregorini,7401,Buenos Aires
Capdepont,6612,Buenos Aires
Capilla Del Señor,2812,Buenos Aires
Capitan Castro,6461,Buenos Aires
Capitan Sarmiento,2752,Buenos Aires
Carabelas,2703,Buenos Aires
Carapachay,1606,Buenos Aires
Cardenal Cagliero,8506,Buenos Aires
Carhue,6430,Buenos Aires
Cari Larquea,7119,Buenos Aires
Carilo,7167,Buenos Aires
Carlos Beguerie,7247,Buenos Aires
Carlos Casares,6530,Buenos Aires
Carlos Keen,6701,Buenos Aires
Carlos Lemee,2812,Buenos Aires
Carlos Maria Naon,6515,Buenos Aires
Carlos Salas,6453,Buenos Aires
Carlos Spegazzini,1812,Buenos Aires
Carlos Tejedor,6455,Buenos Aires
Carmen De Areco,6725,Buenos Aires
Carmen De Patagones,8504,Buenos Aires
Casalins,7225,Buenos Aires
Casbas,6417,Buenos Aires
Cascada,7547,Buenos Aires
Caseros,1678,Buenos Aires
Casey,6417,Buenos Aires
Castelar,1712,Buenos Aires
Castelli,7114,Buenos Aires
Castilla,6616,Buenos Aires
Cazon,7265,Buenos Aires
Centenario,6535,Buenos Aires
Centro Agricola El Pato,1893,Buenos Aires
Centro Guerrero,7114,Buenos Aires
Cerri,8105,Buenos Aires
Cerrito,6237,Buenos Aires
Cerro Aguila,7403,Buenos Aires
Canal 15 Cerro De La Gloria,7114,Buenos Aires
Cerro De Los Leones,7000,Buenos Aires
Cerro Negro,7403,Buenos Aires
Cerro Sotuyo,7403,Buenos Aires
Chacabuco,6740,Buenos Aires
Chacra Experimental Inta,2700,Buenos Aires
Chala Quilca,7406,Buenos Aires
Chancay,6017,Buenos Aires
Chapaleoufu,7201,Buenos Aires
Chapar,7020,Buenos Aires
Chapi Talo,6341,Buenos Aires
Chas,7223,Buenos Aires
Chascomus,7130,Buenos Aires
Chasico,8117,Buenos Aires
Chenaut,2764,Buenos Aires
Chiclana,6476,Buenos Aires
Chillar,7311,Buenos Aires
Chivilcoy,6620,Buenos Aires
Choique,8000,Buenos Aires
Choique,8117,Buenos Aires
Churruca,1657,Buenos Aires
City Bell,1896,Buenos Aires
Ciudad De Eduardo Madero,1768,Buenos Aires
Ciudad Evita,1778,Buenos Aires
Ciudad Jardin Del Palomar,1684,Buenos Aires
Ciudadela,1702,Buenos Aires
Claraz,7005,Buenos Aires
Claudio C Molina,7515,Buenos Aires
Claverie,7163,Buenos Aires
Claypole,1849,Buenos Aires
Cna Nacional De Alienados,6700,Buenos Aires
Cnel Rodolfo Bunge,7020,Buenos Aires
Cobo,7612,Buenos Aires
Cochrane,8118,Buenos Aires
Colegio San Pablo,2752,Buenos Aires
Coliqueo,6743,Buenos Aires
Colman,7201,Buenos Aires
Colon,2720,Buenos Aires
Colonia  Miguel Esteverena,8508,Buenos Aires
Colonia Alberdi,6034,Buenos Aires
Colonia Barga,8142,Buenos Aires
Colonia Baron Hirsch,6441,Buenos Aires
Colonia Beethoven,1921,Buenos Aires
Colonia Bella Vista,8000,Buenos Aires
Colonia Cuarenta Y Tres,8136,Buenos Aires
Colonia De Vac Chapadmalal,7609,Buenos Aires
Colonia Dr Gdor Udaondo,8180,Buenos Aires
Colonia El Balde,6403,Buenos Aires
Colonia El Guanaco,8142,Buenos Aires
Colonia El Pincen,8181,Buenos Aires
Colonia Escuela Argentina,7136,Buenos Aires
Colonia Ferrari,7172,Buenos Aires
Colonia Hinojo,7318,Buenos Aires
Colonia Hipolito Yrigoyen,8181,Buenos Aires
Colonia Hogar R Gutierrez,1727,Buenos Aires
Colonia Inchausti,6667,Buenos Aires
Colonia La Beba,6003,Buenos Aires
Colonia La Catalina,8136,Buenos Aires
Colonia La Celina,8508,Buenos Aires
Colonia La Esperanza,6531,Buenos Aires
Colonia La Estrella,8185,Buenos Aires
Colonia La Graciela,8142,Buenos Aires
Colonia La Invernada,2751,Buenos Aires
Colonia La Merced,8105,Buenos Aires
Colonia La Nena,2751,Buenos Aires
Colonia La Noria,2751,Buenos Aires
Colonia La Reina,2751,Buenos Aires
Colonia La Vanguardia,2711,Buenos Aires
Colonia La Vascongada,8183,Buenos Aires
Colonia Laborderoy,2751,Buenos Aires
Colonia Lapin,8185,Buenos Aires
Colonia Las Yescas,6500,Buenos Aires
Colonia Leven,8185,Buenos Aires
Colonia Los Alamos,8142,Buenos Aires
Colonia Los Alfalfares,8132,Buenos Aires
Colonia Los Bosques,6015,Buenos Aires
Colonia Los Hornos,6007,Buenos Aires
Colonia Los Huesos,6018,Buenos Aires
Colonia Los Toldos,2751,Buenos Aires
Colonia Los Tres Usaris,2760,Buenos Aires
Colonia Mauricio,6531,Buenos Aires
Colonia Monte La Plata,8144,Buenos Aires
Colonia Murature,6430,Buenos Aires
Colonia Nacional De Menores,1727,Buenos Aires
Colonia Naviera,6341,Buenos Aires
Colonia Nieves,7318,Buenos Aires
Colonia Ocampo,8134,Buenos Aires
Colonia Palantelen,6643,Buenos Aires
Colonia Phillipson N 1,8185,Buenos Aires
Colonia Pueblo Ruso,8144,Buenos Aires
Colonia Rusa,7400,Buenos Aires
Colonia San Eduardo,6646,Buenos Aires
Colonia San Enrique,8132,Buenos Aires
